timestamp,exchange,open,high,low,close,volume,trade_count,vwap,symbol
2021-01-01 06:00:00+00:00,CBSE,29413.29,29683.5,29039.0,29683.03,4431.83789359,44893,29419.8388451818,BTCUSD
2021-01-02 06:00:00+00:00,CBSE,32222.88,34205.0,32008.62,33779.48,7955.01755846,87151,33089.6716648445,BTCUSD
2021-01-03 06:00:00+00:00,CBSE,33082.83,33666.99,32453.37,32903.87,7401.19521466,77379,33140.7756780848,BTCUSD
2021-01-04 06:00:00+00:00,CBSE,32020.22,32890.0,30020.0,30460.19,11908.47581233,105838,31772.4310046934,BTCUSD
2021-01-05 06:00:00+00:00,CBSE,34043.91,35848.99,33352.54,35130.05,11648.27911569,99854,34520.5398245299,BTCUSD
2021-01-06 06:00:00+00:00,CBSE,36859.26,37823.0,36511.51,37505.58,10013.72963072,115723,37234.4530560515,BTCUSD
2021-01-07 06:00:00+00:00,CBSE,39510.55,39750.0,36579.0,38000.87,10491.71558376,120234,38324.7954578041,BTCUSD
2021-01-08 06:00:00+00:00,CBSE,38001.76,41986.37,37572.01,40665.15,30972.07218867,327880,40385.1167342787,BTCUSD
2021-01-09 06:00:00+00:00,CBSE,40255.4,41452.12,40205.0,40571.12,5789.46131543,76564,40812.1711431834,BTCUSD
2021-01-10 06:00:00+00:00,CBSE,38168.89,38273.88,33333.34,34847.17,16737.69708304,168777,35955.6032291338,BTCUSD
2021-01-11 06:00:00+00:00,CBSE,34848.67,36342.52,30100.0,35461.96,50760.60940986,476925,33329.0051994745,BTCUSD
2021-01-12 06:00:00+00:00,CBSE,35896.95,36604.51,32507.14,34038.98,28740.62177614,265313,34701.8510250363,BTCUSD
2021-01-13 06:00:00+00:00,CBSE,37393.67,38192.34,36751.11,37546.15,7904.34266134,76349,37506.0139957507,BTCUSD
2021-01-14 06:00:00+00:00,CBSE,39123.05,39697.0,37800.0,37800.01,5811.34455512,66276,38938.4327494447,BTCUSD
2021-01-15 06:00:00+00:00,CBSE,37800.01,38740.0,34298.93,36754.67,27412.85780201,289328,36380.0654827066,BTCUSD
2021-01-16 06:00:00+00:00,CBSE,35866.33,37948.0,35372.59,36006.94,13307.64643895,155045,36783.0795424473,BTCUSD
2021-01-17 06:00:00+00:00,CBSE,35820.01,36200.0,34736.46,35334.39,4448.14839494,51941,35448.2330881002,BTCUSD
2021-01-18 06:00:00+00:00,CBSE,36624.23,37329.56,36200.0,36297.36,5214.09647316,56836,36743.4002228899,BTCUSD
2021-01-19 06:00:00+00:00,CBSE,35921.91,36415.34,34780.0,35504.84,6227.85553522,68206,35597.7371571305,BTCUSD
2021-01-20 06:00:00+00:00,CBSE,35498.85,35628.24,33932.82,34563.12,4450.7770464,58615,34663.1189676123,BTCUSD
2021-01-21 06:00:00+00:00,CBSE,34561.13,34998.11,30011.0,30855.95,41125.90530534,384465,31871.0324436585,BTCUSD
2021-01-22 06:00:00+00:00,CBSE,31831.6,33867.0,30450.26,32984.93,23998.92138883,237997,32402.3462094714,BTCUSD
2021-01-23 06:00:00+00:00,CBSE,32110.0,32994.13,31676.38,32865.87,3290.337515,41877,32362.9256356094,BTCUSD
2021-01-24 06:00:00+00:00,CBSE,32293.18,33793.43,32210.17,33356.55,6079.09186876,57572,33030.518321234,BTCUSD
2021-01-25 06:00:00+00:00,CBSE,32260.52,32845.16,31435.34,32090.1,6272.46728485,64515,32174.1814832506,BTCUSD
2021-01-26 06:00:00+00:00,CBSE,32510.82,32584.62,31420.69,31551.72,4995.55601014,56671,31996.6516840187,BTCUSD
2021-01-27 06:00:00+00:00,CBSE,31556.28,31936.16,29200.0,30407.13,38417.93193009,298822,30656.5202705576,BTCUSD
2021-01-28 06:00:00+00:00,CBSE,33487.92,34433.04,32729.0,33052.81,16333.57023029,143680,33787.707047472,BTCUSD
2021-01-29 06:00:00+00:00,CBSE,33050.01,38664.33,31990.0,34262.11,50440.88211659,434408,35845.9556657157,BTCUSD
2021-01-30 06:00:00+00:00,CBSE,33513.67,34814.59,33147.81,34315.63,13342.78871891,177918,34046.7399264084,BTCUSD
2021-01-31 06:00:00+00:00,CBSE,33137.75,33958.34,32333.0,33800.0,5351.79717792,63708,33243.0416366757,BTCUSD
2021-02-01 06:00:00+00:00,CBSE,33534.39,34161.18,33450.0,34022.03,4021.69056496,51866,33799.6242866402,BTCUSD
2021-02-02 06:00:00+00:00,CBSE,35513.0,36888.0,35393.8,36524.72,5911.13879169,73010,36256.5341877332,BTCUSD
2021-02-03 06:00:00+00:00,CBSE,37688.42,38360.88,37384.69,37632.75,8564.53161137,91496,37885.9078517832,BTCUSD
2021-02-04 06:00:00+00:00,CBSE,37632.75,38769.0,36156.45,36975.0,22380.8798223,243852,37350.9149096188,BTCUSD
2021-02-05 06:00:00+00:00,CBSE,38327.09,39682.01,38250.0,39056.37,8992.48005606,106470,39067.1930120814,BTCUSD
2021-02-06 06:00:00+00:00,CBSE,39057.05,41000.0,39039.44,39265.43,16873.12712461,218043,40143.1870744099,BTCUSD
2021-02-07 06:00:00+00:00,CBSE,38871.43,39190.56,38057.01,38701.98,3542.34194999,52583,38593.2834080274,BTCUSD
2021-02-08 06:00:00+00:00,CBSE,38703.08,46750.0,38642.9,46448.1,36831.61466582,409804,43411.5189287973,BTCUSD
2021-02-09 06:00:00+00:00,CBSE,46949.44,48200.0,45020.0,46514.73,22791.48204645,306485,46770.125490537,BTCUSD
2021-02-10 06:00:00+00:00,CBSE,46180.31,47349.99,43706.86,44850.0,18160.58959965,272432,45286.6298070162,BTCUSD
2021-02-11 06:00:00+00:00,CBSE,47993.6,48912.0,46951.25,47300.88,7090.8092667,92000,47869.78545156,BTCUSD
2021-02-12 06:00:00+00:00,CBSE,47295.72,48200.0,46300.0,47408.34,15553.54211469,246196,47451.2236894191,BTCUSD
2021-02-13 06:00:00+00:00,CBSE,47975.72,48000.0,46300.0,47232.45,8399.28070259,175644,47057.5067071046,BTCUSD
2021-02-14 06:00:00+00:00,CBSE,48667.23,49093.44,45768.46,46785.73,8363.77909299,129397,47233.2038345442,BTCUSD
2021-02-15 06:00:00+00:00,CBSE,47935.66,49900.0,47051.22,49163.27,6071.57442457,93414,48788.6875193925,BTCUSD
2021-02-16 06:00:00+00:00,CBSE,49141.43,50209.0,48942.87,49737.0,4886.40678059,79785,49584.8252726877,BTCUSD
2021-02-17 06:00:00+00:00,CBSE,49745.83,52640.35,49658.66,52170.01,19633.59385472,280339,51360.1564145642,BTCUSD
2021-02-18 06:00:00+00:00,CBSE,51596.0,51949.0,50725.0,51491.52,4107.57336494,72183,51285.7542522878,BTCUSD
2021-02-19 06:00:00+00:00,CBSE,55983.57,56596.0,55398.63,55714.44,5287.77903443,146786,56053.0002495066,BTCUSD
2021-02-20 06:00:00+00:00,CBSE,55714.45,57563.57,54000.1,55923.52,15304.00056077,362140,56456.8709975789,BTCUSD
2021-02-21 06:00:00+00:00,CBSE,57489.16,57577.69,55150.0,55899.97,6469.18006694,140734,56422.4363971549,BTCUSD
2021-02-22 06:00:00+00:00,CBSE,54125.67,54206.22,48543.67,49975.25,12763.5768982,197679,51314.450061487,BTCUSD
2021-02-23 06:00:00+00:00,CBSE,49940.0,51301.6,44888.08,48899.99,47372.05531016,720718,47806.5825009314,BTCUSD
2021-02-24 06:00:00+00:00,CBSE,50234.41,51415.41,48078.62,49737.82,19248.67425074,323557,49629.4950811501,BTCUSD
2021-02-25 06:00:00+00:00,CBSE,47063.9,47822.93,45510.0,45527.11,10264.60152271,180478,46865.4331096618,BTCUSD
2021-02-26 06:00:00+00:00,CBSE,45525.01,48464.64,44150.0,46326.2,23353.53616244,362765,46502.2094665019,BTCUSD
2021-02-27 06:00:00+00:00,CBSE,46169.92,46655.64,44250.0,44804.85,5479.1781351,126211,45353.6246507562,BTCUSD
2021-02-28 06:00:00+00:00,CBSE,44814.48,45998.0,43016.0,45231.75,15418.5578013,323486,44371.8469633075,BTCUSD
2021-03-01 06:00:00+00:00,CBSE,46238.49,49829.0,45680.0,49639.4,18294.2327809,335673,48358.8184865145,BTCUSD
2021-03-02 06:00:00+00:00,CBSE,48706.45,49750.0,47075.11,48511.6,11227.82272561,236698,48227.6971538458,BTCUSD
